Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
marana-slip-xlt,marana slip xlt,"DESCRIPCIÓN<br data-mce-fragment=""1"">Un nuevo slip-on de etnies que tiene el patrón de la banda de rodadura Michelin inspirado en el Marana. Un zapato vulcanizado de doble envoltura con cinta adhesiva. Plantilla extra gruesa de PU ""Drop to the Floor"" Pro Foam 2 con puntera de goma en la puntera para mayor durabilidad. Tiene una parte superior reforzada con escudo de fuerza con una envoltura de goma en el talón para brindar soporte. Construcción Goring para un fácil deslizamiento y un ajuste seguro.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4102000141/616<br data-mce-fragment=""1"">Color: rojo / blanco<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Dibujo duradero de la banda de rodadura Michelin inspirado en el Marana<br data-mce-fragment=""1"">Cinta adhesiva vulcanizada de doble envoltura<br data-mce-fragment=""1"">Plantilla extra gruesa de PU ""Drop to the Floor"" Pro Foam 2<br data-mce-fragment=""1"">Puntera de goma Evertoe para mayor durabilidad<br data-mce-fragment=""1"">Envoltura de goma en el talón para soporte<br data-mce-fragment=""1"">Parte superior reforzada Force Shield<br data-mce-fragment=""1"">Construcción Goring para un deslizamiento fácil y un ajuste seguro.<br data-mce-fragment=""1"">Ante / Sintético",emerica,SHOES,"8, emerica",true,Talla,8,Color,red white,,,et70,0.0,shopify,1,deny,manual,259000.00,194691075284.00,true,true,194691075284,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4102000141-616-S-001.png?v=1616008485,1,,false,,,,,,,,,,,,,,,,,kg,,,active
marana-slip-xlt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4102000141-616-A-001.png?v=1616008485,2,,,,,,,,,,,,,,,,,,,,,,
marana-slip-xlt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4102000141-616-BO-001.png?v=1616008485,3,,,,,,,,,,,,,,,,,,,,,,
marana-slip-xlt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4102000141-616-TO-001.png?v=1616008485,4,,,,,,,,,,,,,,,,,,,,,,
tilt-g6-vulc-1,Tilt g6 vulc,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Tilt Vulc es un clásico remasterizado que se basa en el original estadounidense ""The Tilt"". Ahora con un perfil general más delgado, protector de movimiento, plantillas de espuma G6, agarre en el desierto y una suela exterior vulcanizada con un parachoques en el talón adicional para mayor durabilidad y soporte.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 6101000138/370<br data-mce-fragment=""1"">Color: gris / blanco<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Construcción vulcanizada<br data-mce-fragment=""1"">Plantillas de espuma G6<br data-mce-fragment=""1"">Flick Shield<br data-mce-fragment=""1"">Parachoques adicional en el talón para mayor durabilidad<br data-mce-fragment=""1"">Vampiro reforzado de una pieza<br data-mce-fragment=""1"">Desert Grip<br data-mce-fragment=""1"">Ante / cuero perforado",emerica,SHOES,"8, emerica",true,Talla,8,Color,grey white,,,eme03,0.0,shopify,2,deny,manual,249000.00,,true,true,194691081209,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/TILTG6GREY.png?v=1616079983,1,,false,,,,,,,,,,,,,,,,,kg,,,active
tilt-g6-vulc-1,,,,,,,,7,,grey white,,,eme03,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081162,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-370-S-001.png?v=1616079983,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-370-S-001.png?v=1616079983,kg,,,
tilt-g6-vulc-1,,,,,,,,7.5,,grey white,,,eme03,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081186,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-370-A-001.png?v=1616079983,3,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc-1,,,,,,,,8.5,,grey white,,,eme03,0.0,shopify,2,deny,manual,249000.00,,true,true,194691081223,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-370-BO-001.png?v=1616079983,4,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc-1,,,,,,,,9,,grey white,,,eme03,0.0,shopify,2,deny,manual,249000.00,,true,true,194691081247,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-370-TO-001.png?v=1616079983,5,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc-1,,,,,,,,10,,grey white,,,eme03,0.0,shopify,1,deny,manual,249000.00,,true,true,194691080943,,,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,tilt g6 vulc,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Tilt Vulc es un clásico remasterizado que se basa en el original estadounidense ""The Tilt"". Ahora con un perfil general más delgado, protector de movimiento, plantillas de espuma G6, agarre en el desierto y una suela exterior vulcanizada con un parachoques en el talón adicional para mayor durabilidad y soporte.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 6101000138/976<br data-mce-fragment=""1"">Color: negro / blanco<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Construcción vulcanizada<br data-mce-fragment=""1"">Plantillas de espuma G6<br data-mce-fragment=""1"">Flick Shield<br data-mce-fragment=""1"">Parachoques adicional en el talón para mayor durabilidad<br data-mce-fragment=""1"">Vampiro reforzado de una pieza<br data-mce-fragment=""1"">Desert Grip",emerica,SHOES,"10, 8.5, emerica",true,Talla,8.5,Color,black white,,,eme02,0.0,shopify,2,deny,manual,249000.00,,true,true,194691081230,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/TILTG61.png?v=1616083844,1,,false,,,,,,,,,,,,,,,,,kg,,,active
tilt-g6-vulc,,,,,,,,10,,black white,,,eme03,0.0,shopify,1,deny,manual,249000.00,,true,true,194691080950,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-976-A-001.png?v=1616083844,2,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,,,,,,,,7,,black white,,,eme02,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081179,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-976-BO-001.png?v=1616083844,3,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,,,,,,,,7.5,,black white,,,eme02,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081193,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-976-S-001.png?v=1616083844,4,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,,,,,,,,8,,black white,,,eme02,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081216,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/6101000138-976-TO-001.png?v=1616083844,5,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,,,,,,,,9,,black white,,,eme02,0.0,shopify,2,deny,manual,249000.00,,true,true,194691081254,,,,,,,,,,,,,,,,,,,,,kg,,,
tilt-g6-vulc,,,,,,,,9.5,,black white,,,eme02,0.0,shopify,1,deny,manual,249000.00,,true,true,194691081278,,,,,,,,,,,,,,,,,,,,,kg,,,
fader,Fader,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Fader es un estilo etnies de larga duración con el logotipo de etnies de la marca registrada integrado en el área del talón. Con una suela de goma 300 NBS, también cuenta con una construcción de caja de huevos en la entresuela para agregar un poco de amortiguación adicional. Este estilo clásico viene con una plantilla de EVA troquelada y lengüeta y cuello acolchados para mayor protección y comodidad.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000203/979<br data-mce-fragment=""1"">Color: negro / blanco / goma<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Construcción de caja de huevos en la entresuela<br data-mce-fragment=""1"">Suela de goma 300 NBS<br data-mce-fragment=""1"">Lengüeta y cuello acolchados",etnies,SHOES,"8.5, etnies footwear",true,Size,8.5,Color,black gum,,,et057,0.0,shopify,3,deny,manual,239000.00,,true,true,889262891140,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/FADER-B-GUM.png?v=1616005844,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nb-numeric-913-westgate,nb numeric 913 westgate,"Parte superior de malla y gamuza duradera<br data-mce-fragment=""1"">La almohadilla del talón N2 es una tecnología de amortiguación cercana al suelo, un sistema de amortiguación sensible y duradero en una ejecución de perfil bajo<br data-mce-fragment=""1"">Diseñado originalmente para Brandon Westgate y presenta sus colores favoritos.<br data-mce-fragment=""1"">La entresuela REVlite ofrece una amortiguación increíblemente ligera<br data-mce-fragment=""1"">Material de ante / malla<br data-mce-fragment=""1"">Jaula de cordones de TPU para mayor durabilidad",new balance numeric,SHOES,"11.5, new balance numeric",false,Talla,11.5,Color,black blue grey,,,nb,0.0,shopify,1,deny,manual,359000.00,,true,true,9086578654345,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/71oO-SQ6zqL._AC_UX535.jpg?v=1615597313,1,,false,,,,,,,,,,,,,,,,,kg,,,archived
tiago-1010,tiago 1010,"Confeccionado con superposiciones sin costuras<br data-mce-fragment=""1"">Suela de copa de goma duradera<br data-mce-fragment=""1"">La amortiguación de la entresuela Fresh Foam está diseñada con precisión para ofrecer una pisada ligera y ultra acolchada<br data-mce-fragment=""1"">La espuma FuelCell brinda una sensación de propulsión para ayudarlo a avanzar<br data-mce-fragment=""1"">El talón cuenta con FantomFit para un soporte adherido ultraligero<br data-mce-fragment=""1"">Parte superior de ante, lona, ​​material sintético y malla<br data-mce-fragment=""1"">Ante / sintético / material de malla",new balance numeric,SHOES,"10.5, new balance numeric",false,Size,10.5,Talla,grey,,,nb,0.0,shopify,1,deny,manual,359000.00,,true,true,0965768567654,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/images_1_9144c6df-8222-406f-9a20-b1a5dc9b6a2b.jpg?v=1615596640,1,,false,,,,,,,,,,,,,,,,,kg,,,archived
tiago-1010,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/images_2_c7fb0901-c7eb-4d4c-a367-e5be0562e1cf.jpg?v=1615596640,2,,,,,,,,,,,,,,,,,,,,,,
tiago-1010,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/images_0ea09f11-324f-4163-9c2b-06a458558f77.jpg?v=1615596640,3,,,,,,,,,,,,,,,,,,,,,,
ct-v,ct v,"<span class=""heading d-block pl-3"" data-mce-fragment=""1"">PRODUCT DETAILS</span>
<div class=""d-flex flex-wrap"" data-mce-fragment=""1"">
<div class=""product-section col-md-6"" data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">CLASSIC 90'S SKATE SHOE DESIGNED AND TESTED BY CHET THOMAS</li>
<li data-mce-fragment=""1"">NITROCEL AIRBAG SOLE</li>
<li data-mce-fragment=""1"">STEP IN SOCK LINER</li>
<li data-mce-fragment=""1"">TPR OLLIE INSERTS</li>
<li data-mce-fragment=""1"">CUPSOLE CONSTRUCTION</li>
<li data-mce-fragment=""1"">SHAVED SUEDE/SYNTHETIC UPPER</li>
</ul>
</div>
</div>",globe,SHOES,"8, 8.0, 9, globe shoes",true,Size,8,Talla,green camo,,,globe-1,0.0,shopify,2,deny,manual,319000.00,,true,true,9321567769256,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/158986_globe_ct-iv_shoes_green_camo_white__94066.1552416967.jpg?v=1615499546,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ct-v,,,,,,,,8.5,,green camo,,,globe-2,0.0,shopify,2,deny,manual,319000.00,,true,true,9321567769270,,,,,,,,,,,,,,,,,,,,,kg,,,
ct-v,,,,,,,,9,,green camo,,,globe-3,0.0,shopify,2,deny,manual,319000.00,,true,true,9321567769294,,,,,,,,,,,,,,,,,,,,,kg,,,
primitive-nuevo-script-core,Primitive nuevo script core,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0000</td>
</tr>
</tbody>
</table>",primitive,skateboard deck,"8.0, skateboard",true,Talla,8.0,Color,black white,,,prideck800,0.0,shopify,1,deny,manual,219000.00,,true,true,099451211158,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/000074980781E045_S.jpg?v=1615239327,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nuevo-script-core-1,nuevo script core,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0000</td>
</tr>
</tbody>
</table>",primitive,skateboard deck,"8.25, skateboard",true,Talla,8.25,Color,purple,,,prideck825,0.0,shopify,5,deny,manual,219000.00,,true,true,099451229771,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/0000749807201A21_L.jpg?v=1615239053,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nuevo-script-core,nuevo script core,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0000</td>
</tr>
</tbody>
</table>",primitive,skateboard deck,"8.125, skateboard",true,Size,8.125,Color,red,,,prideck8125,0.0,shopify,5,deny,manual,219000.00,,true,true,099451211141,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/00007498074E25A1_L.jpg?v=1615238896,1,,false,,,,,,,,,,,,,,,,,kg,,,active
primitive-dirty-p-1,Primitive dirty p,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0001</td>
</tr>
</tbody>
</table>",primitive,skateboard deck,"8.50, skateboard",true,Talla,8.50,Color,black gold,,,prideck,0.0,shopify,3,deny,manual,219000.00,,true,true,099451228200,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/000074980739F214_L.jpg?v=1615236936,1,,false,,,,,,,,,,,,,,,,,kg,,,active
primitive-dirty-p,Primitive dirty p,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0001</td>
</tr>
</tbody>
</table>",primitive,skateboard deck,"8.38, skateboard",true,Talla,8.38,Color,yellow,,,prideck838,0.0,shopify,5,deny,manual,219000.00,,true,true,099451211172,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/00007498071BDEE9_L.jpg?v=1615233823,1,,false,,,,,,,,,,,,,,,,,kg,,,active
primitive-collegiate,Primitive collegiate,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PCW0002</td>
</tr>
<tr class=""product-options"" data-mce-fragment=""1""></tr>
<tr class=""product-size"" data-mce-fragment=""1""></tr>
<tr class=""obj-type"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">TYPE</td>
<td data-mce-fragment=""1"">UNISEX</td>
</tr>
<tr class=""obj-category"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">CATEGORY</td>
<td data-mce-fragment=""1"">DECK</td>
</tr>
</tbody>
</table>
<p> </p>
<p>core navy 8</p>
<p> </p>",primitive,skateboard deck,"8.0, skateboard",true,Talla,8.0,Color,blue red,,,prdeck001,0.0,shopify,3,deny,manual,219000.00,,true,true,099451229788,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/00007498077BA2EE_L.jpg?v=1615233365,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rpm-54mm-team-wheel,rpm 54mm team wheel,"<table class=""info-table"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""product-style"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">STYLE</td>
<td data-mce-fragment=""1"">PS21A0002</td>
</tr>
<tr class=""product-options"" data-mce-fragment=""1""></tr>
<tr class=""product-size"" data-mce-fragment=""1""></tr>
<tr class=""obj-type"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">TYPE</td>
<td data-mce-fragment=""1"">UNISEX</td>
</tr>
<tr class=""obj-category"" data-mce-fragment=""1"">
<td class=""info-label"" data-mce-fragment=""1"">CATEGORY</td>
<td data-mce-fragment=""1"">WHEELS</td>
</tr>
</tbody>
</table>",primitive,ruedas skateboarding,"primitive skateboard completa, skateboarding, vela skateboarding",true,Size,54mm,Talla,white,,,"",0.0,shopify,4,deny,manual,89000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/0000888260966BA0_L.jpg?v=1615228136,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rpm-54mm-team-wheel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_1_496982fc-50f8-4347-8377-bf9eae63cb14.jpg?v=1615228136,2,,,,,,,,,,,,,,,,,,,,,,
rpm-54mm-team-wheel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_2_a7c3f212-b7f7-4bf0-bde6-e7ce7a03d666.jpg?v=1615228136,3,,,,,,,,,,,,,,,,,,,,,,
rpm-54mm-team-wheel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_0d12301f-df75-4542-ab8b-641cd09a19a8.jpg?v=1615228136,4,,,,,,,,,,,,,,,,,,,,,,
backsider-1,Backsider,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Compartimento principal grande</li>
<li data-mce-fragment=""1"">Bolsillo externo con organizador</li>
<li data-mce-fragment=""1"">Funda para portátil de 15 acolchada y elevada</li>
<li data-mce-fragment=""1"">Panel trasero acolchado</li>
<li data-mce-fragment=""1"">Serigrafía en la parte superior</li>
<li data-mce-fragment=""1"">Parche de goma en el bolsillo</li>
<li data-mce-fragment=""1"">185 L</li>
<li data-mce-fragment=""1"">100% poliéster</li>
</ul>",dc shoes,maletas,"dc shoes maletas, one size",true,Talla,one size,Color,red,,,dc456,0.0,shopify,1,deny,manual,149000.00,,true,true,191282548127,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/red.jpg?v=1615334486,1,,false,,,,,,,,,,,,,,,,,kg,,,active
backsider-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/red1.jpg?v=1615334486,2,,,,,,,,,,,,,,,,,,,,,,
backsider-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/EDYBP03201_RQR0_1_1024x1024_2x_af658342-f543-4ebe-b843-79d5334b66a8.jpg?v=1615334486,3,,,,,,,,,,,,,,,,,,,,,,
slickers,slickers,"DETALLES &amp; CARACTERÍSTICAS<br data-mce-fragment=""1"">Mochila mediana Slickers 22L<br data-mce-fragment=""1"">Modelo: ADYBP03064<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características técnicas<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Mochila<br data-mce-fragment=""1"">1 compartimento grande<br data-mce-fragment=""1"">Funda interna para portátil<br data-mce-fragment=""1"">Pequeño bolsillo exterior para accesorios<br data-mce-fragment=""1"">Gran bolsillo exterior con organizador<br data-mce-fragment=""1"">Marca de serigrafía<br data-mce-fragment=""1"">20 ""de alto x 10,5"" de ancho x 6 ""de profundidad / 51 cm x 27 cm x 16 cm<br data-mce-fragment=""1"">22L<br data-mce-fragment=""1"">Composición<br data-mce-fragment=""1""><br data-mce-fragment=""1"">100% poliéster",dc shoes,maletas,"dc shoes maletas, one size",true,Talla,one size,Color,black,,,dc9341,0.0,shopify,1,deny,manual,159000.00,,true,true,191282803912,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/dcblack.jpg?v=1615335140,1,,false,,,,,,,,,,,,,,,,,kg,,,active
slickers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/dcblack1.jpg?v=1615335140,2,,,,,,,,,,,,,,,,,,,,,,
slickers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/adybp03064_dcshoes_p_kvj0_frt1.jpg?v=1615335140,3,,,,,,,,,,,,,,,,,,,,,,
